和风天气景点ID v2.1 update by 2020-03-29,,,
Location_ID, 景点名称,一级行政区划(Adm1),二级行政区划(Adm2)
10109030502A,天鹅湖度假村,河北,张家口
10109030503A,沽水福源,河北,张家口
10109030504A,塞外庄园,河北,张家口
10109031101A,黄龙山庄旅游风景区,河北,张家口
10109031401A,翠云山森林度假景区,河北,张家口
10109031402A,万龙滑雪场,河北,张家口
10109040201A,城隍庙,河北,承德
10109040202A,魁星楼景区,河北,承德
10109040203A,普宁寺,河北,承德
10109040204A,普陀宗乘之庙,河北,承德
10109040205A,磬锤峰,河北,承德
10109040206A,承德避暑山庄,河北,承德
10109040207A,城关门,河北,承德
10109040208A,德汇门,河北,承德
10109040401A,九龙潭自然风景区,河北,承德
10109040402A,六里坪国家森林公园,河北,承德
10109040403A,奇石谷风景区,河北,承德
10109040501A,辽河源国家森林公园,河北,承德
10109040502A,泽州园,河北,承德
10109040601A,金山岭长城旅游区,河北,承德
10109040701A,董存瑞烈士陵园,河北,承德
10109040801A,白云古洞风景区,河北,承德
10109040802A,京北第一草原,河北,承德
10109041001A,塞罕坝国家森林公园,河北,承德
10109041002A,御道口风景区,河北,承德
10109050101A,南湖城市中央生态公园,河北,唐山
10109050102A,唐山抗震纪念馆,河北,唐山
10109050103A,燕东生态园,河北,唐山
10109050104A,开滦国家矿山公园,河北,唐山
10109050105A,南湖生态风景区,河北,唐山
10109050106A,唐津运河生态旅游度假景区,河北,唐山
10109050107A,运河唐人街,河北,唐山
10109050601A,李大钊纪念馆,河北,唐山
10109050602A,唐山湾国际旅游岛,河北,唐山
10109050701A,青山关,河北,唐山
10109050901A,曹妃甸湿地,河北,唐山
10109051001A,清东陵,河北,唐山
10109051002A,遵化万佛园景区,河北,唐山
10109051101A,白羊峪长城旅游区,河北,唐山
10109051102A,山叶口景区,河北,唐山
10109060101A,廊坊市文化公园南门,河北,廊坊
10109060102A,自然公园,河北,廊坊
10109060401A,国际会展中心,河北,廊坊
10109060402A,第一城,河北,廊坊
10109060801A,茗汤温泉度假村,河北,廊坊
10109070301A,铁佛寺,河北,沧州
10109070801A,吴桥杂技大世界,河北,沧州
10109090101A,前南峪生态旅游区,河北,邢台
10109090102A,邢台峡谷群地质公园大峡谷景区,河北,邢台
10109090201A,崆山白云洞,河北,邢台
10109090202A,邢台丰乐园,河北,邢台
10109091701A,秦王湖旅游区,河北,邢台
10109100101A,丛台公园,河北,邯郸
10109100102A,赵苑公园,河北,邯郸
10109100201A,元宝山风景区,河北,邯郸
10109100202A,响堂山风景区,河北,邯郸
10109100601A,娲皇宫景区,河北,邯郸
10109100602A,一二九师司令部旧址,河北,邯郸
10109100701A,中国磁州窑博物馆,河北,邯郸
10109101001A,扁鹊庙,河北,邯郸
10109101601A,长寿村旅游风景区,河北,邯郸
10109101602A,武安市古武当山景区,河北,邯郸
10109101603A,朝阳沟风景区,河北,邯郸
10109101604A,东山文化公园,河北,邯郸
10109101605A,京娘湖景区,河北,邯郸
10109110101A,怪楼奇园,河北,秦皇岛
10109110102A,鸽子窝公园,河北,秦皇岛
10109110103A,乐岛海洋公园,河北,秦皇岛
10109110104A,秦皇求仙入海处,河北,秦皇岛
10109110105A,万寿山景区,河北,秦皇岛
10109110106A,新澳海底世界,河北,秦皇岛
10109110107A,燕塞湖,河北,秦皇岛
10109110108A,野生动物园,河北,秦皇岛
10109110109A,山海关古城,河北,秦皇岛
10109110110A,天下第一关景区,河北,秦皇岛
10109110201A,祖山风景区,河北,秦皇岛
10109110301A,中国国际滑沙活动中心,河北,秦皇岛
10109110302A,华夏酒庄,河北,秦皇岛
10109110401A,北戴河集发观光园,河北,秦皇岛
10109110402A,南戴河国际娱乐中心,河北,秦皇岛
10109110501A,桃林口风景区,河北,秦皇岛
10110010101A,东湖醋园,山西,太原
10110010102A,汾河湿地公园,山西,太原
10110010103A,晋祠公园,山西,太原
10110010104A,森林公园西门,山西,太原
10110010105A,太原动物园,山西,太原
10110010106A,中国煤炭博物馆,山西,太原
10110020101A,云冈石窟,山西,大同
10110020102A,大同火山群,山西,大同
10110020701A,北岳恒山,山西,大同
10110020702A,悬空寺,山西,大同
10110030101A,小河古村评梅景区,山西,阳泉
10110030201A,藏山旅游风景区,山西,阳泉
10110040101A,常家庄园,山西,晋中
10110040701A,翠枫山自然风景区,山西,晋中
10110040901A,乔家大院,山西,晋中
10110041001A,城隍庙,山西,晋中
10110041002A,平遥古城,山西,晋中
10110041003A,双林寺彩塑艺术馆,山西,晋中
10110041004A,文庙学宫博物院,山西,晋中
10110041005A,镇国寺,山西,晋中
10110041006A,中国票号博物馆,山西,晋中
10110041007A,中国钱庄博物馆,山西,晋中
10110041101A,王家大院,山西,晋中
10110041201A,绵山风景区,山西,晋中
10110050401A,绿野漂流,山西,长治
10110050402A,太行水乡第一漂,山西,长治
10110050601A,天脊山,山西,长治
10110050701A,八路军太行纪念馆,山西,长治
10110050702A,太行龙洞,山西,长治
10110051101A,太行山大峡谷国家森林公园王莽峡风景区阁老陵,山西,长治
10110060301A,蟒河景区,山西,晋城
10110060302A,皇城相府,山西,晋城
10110060401A,陵川王莽岭景区,山西,晋城
10110060601A,珏山景区,山西,晋城
10110060602A,青莲寺,山西,晋城
10110060603A,青天河风景区,山西,晋城
10110070101A,尧庙,山西,临汾
10110071001A,大槐树寻根祭祖园,山西,临汾
10110080101A,解州关帝庙,山西,运城
10110080401A,孤峰山,山西,运城
10110080901A,历山风景区,山西,运城
10110081001A,普救寺,山西,运城
10110081101A,永乐宫,山西,运城
10110100301A,五台山风景名胜区,山西,忻州
10110100701A,芦芽山风景区,山西,忻州
10110100702A,万年冰洞,山西,忻州
10110110701A,北武当山风景区,山西,吕梁
10111010101A,阿房宫遗址,陕西,西安
10111010102A,常宁宫休闲山庄,陕西,西安
10111010103A,大兴善寺,陕西,西安
10111010104A,沣峪荘园,陕西,西安
10111010105A,广仁寺,陕西,西安
10111010106A,临潼博物馆,陕西,西安
10111010107A,陕西自然博物馆,陕西,西安
10111010108A,翠华山,陕西,西安
10111010109A,大唐西市文化景区,陕西,西安
10111010110A,骊山国家森林公园,陕西,西安
10111010111A,曲江海洋公园,陕西,西安
10111010112A,陕西历史博物馆,陕西,西安
10111010113A,西安半坡博物馆,陕西,西安
10111010114A,西安秦岭野生动物园,陕西,西安
10111010115A,小雁塔,陕西,西安
10111010116A,大唐芙蓉园,陕西,西安
10111010117A,大雁塔,陕西,西安
10111010118A,华清池,陕西,西安
10111010119A,秦始皇陵,陕西,西安
10111010120A,西安世园会,陕西,西安
10111010401A,水陆庵,陕西,西安
10111010501A,黑河国家森林公园,陕西,西安
10111010601A,草堂寺,陕西,西安
10111010602A,太平国家森林公园,陕西,西安
10111020001A,咸阳博物馆,陕西,咸阳
10111020002A,汉景帝阳陵地下博物馆,陕西,咸阳
10111020003A,汉阳陵考古陈列馆,陕西,咸阳
10111020004A,西北农林科技大学博览园,陕西,咸阳
10111020101A,三原县博物馆,陕西,咸阳
10111020201A,昭陵博物馆,陕西,咸阳
10111020701A,乾陵博物馆,陕西,咸阳
10111020801A,大佛寺,陕西,咸阳
10111021101A,茂陵博物馆,陕西,咸阳
10111030001A,王家坪革命旧址,陕西,延安
10111030002A,杨家岭革命旧址,陕西,延安
10111030003A,宝塔山,陕西,延安
10111030004A,延安革命纪念馆,陕西,延安
10111030005A,枣园,陕西,延安
10111030401A,壶口瀑布,陕西,延安
10111030402A,黄河壶口瀑布,陕西,延安
10111031001A,黄帝陵旅游景区,陕西,延安
10111040101A,红石峡生态公园,陕西,榆林
10111040102A,镇北台,陕西,榆林
10111040301A,二郎山,陕西,榆林
10111040401A,白云山,陕西,榆林
10111050201A,陕西省少华山森林公园,陕西,渭南
10111051001A,汉太史司马迁祠墓,陕西,渭南
10111051101A,华山风景名胜区,陕西,渭南
10111060301A,柞水溶洞,陕西,商洛
10111060302A,牛背梁国家森林公园,陕西,商洛
10111060601A,丹江漂流,陕西,商洛
10111060701A,金丝大峡谷,陕西,商洛
10111070101A,香溪洞风景区,陕西,安康
10111070102A,瀛湖风景区,陕西,安康
10111070601A,岚河漂流,陕西,安康
10111070602A,南宫山森林公园,陕西,安康
10111070701A,千家坪森林公园,陕西,安康
10111080101A,汉中博物馆东门,陕西,汉中
10111080301A,石门风景区西门,陕西,汉中
10111080302A,武侯祠,陕西,汉中
10111080303A,武侯墓,陕西,汉中
10111080401A,张良庙,陕西,汉中
10111080501A,蔡伦文化博物馆,陕西,汉中
10111080502A,朱鹮生态园,陕西,汉中
10111080601A,南沙湖,陕西,汉中
10111081001A,南湖风景区,陕西,汉中
10111090101A,大唐秦王陵,陕西,宝鸡
10111090102A,钓鱼台风景名胜区,陕西,宝鸡
10111090501A,周公庙,陕西,宝鸡
10111090701A,法门寺旅游区,陕西,宝鸡
10111090702A,法门寺文化景区,陕西,宝鸡
10111090801A,太白山国家森林公园,陕西,宝鸡
10111091001A,嘉陵江源头景区,陕西,宝鸡
10111091101A,龙门洞森林公园,陕西,宝鸡
10111100101A,耀州窑博物馆,陕西,铜川
10111100301A,玉华宫风景区,陕西,铜川
10112010101A,济南百里黄河风景区东区,山东,济南
10112010102A,水帘峡风景区,山东,济南
10112010103A,趵突泉公园,山东,济南
10112010104A,大明湖公园,山东,济南
10112010105A,红叶谷,山东,济南
10112010106A,济南国际园博园,山东,济南
10112010107A,济南灵岩寺旅游区,山东,济南
10112010108A,济南野生动物世界,山东,济南
10112010109A,九顶塔中华民俗欢乐园,山东,济南
10112010110A,千佛山风景名胜区,山东,济南
10112010111A,五龙潭公园,山东,济南
10112010401A,锦屏山旅游度假区,山东,济南
10112010402A,三王峪,山东,济南
10112010403A,百脉泉公园,山东,济南
10112020101A,电视观光塔,山东,青岛
10112020102A,海尔科技馆,山东,青岛
10112020103A,崂山二龙山风景区,山东,青岛
10112020104A,骆驼祥子博物馆,山东,青岛
10112020105A,梅园,山东,青岛
10112020106A,劈柴院,山东,青岛
10112020107A,青岛城阳世纪公园,山东,青岛
10112020108A,青岛德国监狱旧址博物馆,山东,青岛
10112020109A,青岛梅园,山东,青岛
10112020110A,青岛啤酒街,山东,青岛
10112020111A,青岛森林野生动物世界,山东,青岛
10112020112A,青岛山炮台遗址,山东,青岛
10112020113A,青岛新天地,山东,青岛
10112020114A,青岛迎宾馆,山东,青岛
10112020115A,市北特色商贸旅游区,山东,青岛
10112020116A,信号山公园,山东,青岛
10112020117A,中国海军博物馆,山东,青岛
10112020118A,宝龙乐园金银岛海盗王国,山东,青岛
10112020119A,海滨风景区,山东,青岛
10112020120A,华东酒庄,山东,青岛
10112020121A,金沙滩景区,山东,青岛
10112020122A,琅琊台,山东,青岛
10112020123A,鲁迅公园,山东,青岛
10112020124A,青岛国际工艺品城,山东,青岛
10112020125A,青岛海昌极地海洋世界,山东,青岛
10112020126A,青岛海底世界,山东,青岛
10112020127A,青鸟岛海底世界西门,山东,青岛
10112020128A,石老人花园,山东,青岛
10112020129A,珠山国家森林公园,山东,青岛
10112020130A,北九水,山东,青岛
10112020131A,崂山风景区,山东,青岛
10112020132A,仰口游览区,山东,青岛
10112020401A,金山旅游度假区,山东,青岛
10112020402A,青岛华山高尔夫俱乐部,山东,青岛
10112020403A,青岛市蔬菜科技示范园,山东,青岛
10112020404A,田横岛旅游度假区,山东,青岛
10112020405A,天泰高尔夫乐活酒店-天然海水温泉,山东,青岛
10112020501A,艾山景区,山东,青岛
10112020502A,胶州三里河公园,山东,青岛
10112020503A,少海湿地公园,山东,青岛
10112020601A,大珠山风景区,山东,青岛
10112020602A,青岛琅琊台风景名胜区,山东,青岛
10112020701A,月湖公园,山东,青岛
10112020801A,青岛茶山风景区,山东,青岛
10112030101A,管仲纪念馆,山东,淄博
10112030102A,开元溶洞,山东,淄博
10112030103A,临淄中国古车博物馆,山东,淄博
10112030104A,齐国故城城垣遗址,山东,淄博
10112030105A,玉黛湖生态乡村庄园,山东,淄博
10112030106A,原山国家森林公园,山东,淄博
10112030107A,中国陶瓷馆,山东,淄博
10112030108A,中国淄博聊斋城,山东,淄博
10112030109A,周村古商城,山东,淄博
10112030110A,淄博聊斋旅游区,山东,淄博
10112030601A,九天洞,山东,淄博
10112030602A,鲁山国家森林公园,山东,淄博
10112030603A,牛郎织女景区,山东,淄博
10112030604A,沂源鲁山溶洞群风景区,山东,淄博
10112030701A,马踏湖风景名胜区,山东,淄博
10112040101A,中国太阳谷,山东,德州
10112040401A,大雁岛绿色生态园,山东,德州
10112040701A,海岛金山寺,山东,德州
10112041001A,夏津县黄河故道森林公园,山东,德州
10112050101A,昆嵛山国家森林公园,山东,烟台
10112050102A,泰礴顶景区,山东,烟台
10112050103A,烟台金沙滩旅游度假区,山东,烟台
10112050104A,烟台农业科技博览园,山东,烟台
10112050105A,烟台塔山旅游风景区,山东,烟台
10112050106A,烟台体育公园,山东,烟台
10112050107A,烟台金沙滩海滨公园,山东,烟台
10112050108A,烟台山景区,山东,烟台
10112050109A,养马岛旅游度假区,山东,烟台
10112050110A,张裕国际葡萄酒城,山东,烟台
10112050201A,大基山森林公园,山东,烟台
10112050301A,烽山林海,山东,烟台
10112050302A,九丈崖月牙湾地质公园,山东,烟台
10112050401A,海洋极地世界,山东,烟台
10112050402A,八仙过海口旅游景区,山东,烟台
10112050403A,蓬莱阁旅游景区,山东,烟台
10112050404A,三仙山,山东,烟台
10112050501A,南山旅游景区,山东,烟台
10112050601A,黄金珠宝首饰城,山东,烟台
10112050602A,招远罗山国家森林公园,山东,烟台
10112050701A,艾山温泉国际旅游度假村,山东,烟台
10112050702A,牟氏庄园,山东,烟台
10112051101A,海阳旅游度假区,山东,烟台
10112060101A,浮烟山休闲旅游度假区,山东,潍坊
10112060102A,富华游乐园,山东,潍坊
10112060103A,潍坊世界风筝博物馆,山东,潍坊
10112060104A,白浪绿洲湿地公园,山东,潍坊
10112060105A,金宝乐园,山东,潍坊
10112060106A,中国杨家埠民间艺术大观园,山东,潍坊
10112060201A,青州仰天山国家森林公园,山东,潍坊
10112060202A,青州云门山风景区,山东,潍坊
10112060203A,泰和山风景区,山东,潍坊
10112060301A,寿光林海生态博览园,山东,潍坊
10112060302A,寿光市蔬菜高科技示范园,山东,潍坊
10112060401A,石门坊风景名胜区,山东,潍坊
10112060402A,潍坊临朐老龙湾风景区,山东,潍坊
10112060403A,沂山国家森林公园,山东,潍坊
10112060501A,中国宝石城,山东,潍坊
10112060601A,绿博园会展中心,山东,潍坊
10112060701A,青云湖休闲度假乐园,山东,潍坊
10112060702A,酒之城,山东,潍坊
10112060703A,潍坊安丘青云山民俗游乐园,山东,潍坊
10112060901A,潍河公园,山东,潍坊
10112060902A,诸城市恐龙博物馆,山东,潍坊
10112070101A,济宁东大寺,山东,济宁
10112070301A,滕州微山湖湿地红荷旅游风景区,山东,济宁
10112070501A,国际农科奇观,山东,济宁
10112070502A,兖州博物馆,山东,济宁
10112070801A,安山寺,山东,济宁
10112070901A,水泊梁山风景名胜区,山东,济宁
10112071001A,石门山森林公园,山东,济宁
10112071002A,孔林旅游区,山东,济宁
10112071003A,孔子六艺城,山东,济宁
10112071004A,曲阜孔庙孔府旅游区,山东,济宁
10112071005A,曲阜明故城,山东,济宁
10112071101A,邹城博物馆,山东,济宁
10112071102A,孟庙,山东,济宁
10112071103A,邹城市峄山风景名胜区,山东,济宁
10112080101A,徂徕山国家森林公园,山东,泰安
10112080102A,泰山蓄能科普水城,山东,泰安
10112080103A,泰山,山东,泰安
10112080201A,和圣园,山东,泰安
10112080202A,莲花山,山东,泰安
10112080501A,腊山国家森林公园,山东,泰安
10112080502A,东平湖湿地公园,山东,泰安
10112080503A,水浒古镇,山东,泰安
10112090101A,临沂滨河景区北湖心岛,山东,临沂
10112090102A,盛能游乐园,山东,临沂
10112090103A,王羲之故居,山东,临沂
10112090104A,银雀山汉墓竹简博物馆,山东,临沂
10112090105A,新四军军部旧址纪念馆,山东,临沂
10112090201A,天佛风景名胜区,山东,临沂
10112090202A,天马岛旅游区,山东,临沂
10112090203A,山东省政府八路军115师司令部旧址,山东,临沂
10112090301A,莒县浮来山景区,山东,临沂
10112090302A,诸葛亮文化旅游区,山东,临沂
10112090303A,竹泉村旅游度假区,山东,临沂
10112090701A,蒙山,山东,临沂
10112090702A,蒙山蒙阴云蒙景区,山东,临沂
10112090703A,孟良崮景区,山东,临沂
10112090801A,九间棚景区,山东,临沂
10112090802A,蒙山龟蒙旅游风景区,山东,临沂
10112090803A,天宇自然博物馆,山东,临沂
10112090901A,费县沂蒙云瀑洞天,山东,临沂
10112090902A,沂蒙石林旅游区,山东,临沂
10112091001A,地下大峡谷,山东,临沂
10112091002A,天然地下画廊旅游区,山东,临沂
10112091003A,天上王城,山东,临沂
10112091004A,雪山彩虹谷,山东,临沂
10112091005A,沂水地下莹光湖旅游区,山东,临沂
10112100101A,曹州牡丹园,山东,菏泽
10112100201A,孙膑旅游城,山东,菏泽
10112110101A,杜受田故居,山东,滨州
10112110501A,孙子兵法城,山东,滨州
10112110502A,魏氏庄园景区,山东,滨州
10112110503A,中国孙子兵法城南门,山东,滨州
10112120101A,揽翠湖度假区,山东,东营
10112120301A,民丰湖休闲娱乐区,山东,东营
10112120302A,黄河口生态旅游区,山东,东营
10112120501A,东营市历史博物馆,山东,东营
10112120502A,广饶孙子文化旅游区,山东,东营
10112130101A,定远舰景区,山东,威海
10112130102A,仙姑顶风景区,山东,威海
10112130103A,幸福门,山东,威海
10112130104A,刘公岛风景名胜区,山东,威海
10112130201A,天沐温泉,山东,威海
10112130202A,威海汤泊温泉度假村,山东,威海
10112130301A,荣成博物馆,山东,威海
10112130302A,荣成大天鹅国家级自然保护区,山东,威海
10112130303A,圣水观风景名胜区,山东,威海
10112130304A,成山头国家重点风景名胜区,山东,威海
10112130305A,赤山风景名胜区,山东,威海
10112130306A,摩天岭生态旅游风景区,山东,威海
10112130401A,大乳山滨海旅游度假区,山东,威海
10112130402A,多福山·养生文化城,山东,威海
10112130403A,银滩滨海旅游度假区,山东,威海
10112140101A,抱犊崮国家森林公园,山东,枣庄
10112140102A,冠世榴园风景区,山东,枣庄
10112140103A,汉诺庄园,山东,枣庄
10112140104A,台儿庄大战纪念馆,山东,枣庄
10112140105A,台儿庄古城,山东,枣庄
10112140501A,莲青山省级地质公园,山东,枣庄
10112140502A,滕州汉画像石馆,山东,枣庄
10112140503A,微山湖湿地公园东门,山东,枣庄
10112150101A,日照海滨国家森林公园,山东,日照
10112150102A,万平口海滨风景区,山东,日照
10112150103A,竹洞天风景区,山东,日照
10112150201A,五莲山风景区,山东,日照
10112160101A,莲花圣境,山东,莱芜
10112160102A,吕祖泉旅游区,山东,莱芜
10112160103A,房干生态旅游区,山东,莱芜
10112160104A,莱芜战役纪念馆,山东,莱芜
10112170101A,姜堤乐园,山东,聊城
10112170102A,聊城植物园,山东,聊城
10112170103A,东昌湖风景区,山东,聊城
10112170201A,冠州梨园,山东,聊城
10112170202A,天沐江北水城温泉度假村,山东,聊城
10112170301A,阳谷景阳冈旅游区,山东,聊城
10112170701A,黄河故道地质森林公园,山东,聊城
10113010101A,人民公园北门,新疆,乌鲁木齐
10113010102A,乌鲁木齐儿童公园北门,新疆,乌鲁木齐
10113010103A,乌鲁木齐市植物园,新疆,乌鲁木齐
10113010104A,雅玛里克山,新疆,乌鲁木齐
10113010105A,达坂城·盐湖浮乐园,新疆,乌鲁木齐
10113010106A,红山公园,新疆,乌鲁木齐
10113010107A,九龙生态园,新疆,乌鲁木齐
10113010108A,神木园,新疆,乌鲁木齐
10113010109A,水磨沟风景区,新疆,乌鲁木齐
10113010110A,西山老君庙,新疆,乌鲁木齐
10113010111A,新疆民街民俗博物馆,新疆,乌鲁木齐
10113010112A,盐湖,新疆,乌鲁木齐
10113010113A,盐湖城景区,新疆,乌鲁木齐
10113010114A,中国彩棉科技园,新疆,乌鲁木齐
10113010115A,东白杨沟旅游风景区,新疆,乌鲁木齐
10113010116A,南山风景区苜蓿台,新疆,乌鲁木齐
10113010117A,青湖御园,新疆,乌鲁木齐
10113010118A,青格达湖旅游风景区,新疆,乌鲁木齐
10113020101A,白沙滩景区,新疆,克拉玛依
10113020102A,世纪公园,新疆,克拉玛依
10113020103A,世界魔鬼城,新疆,克拉玛依
10113030101A,艾青诗歌馆,新疆,石河子
10113030102A,新疆兵团军垦博物馆,新疆,石河子
10113040101A,黑马生态科技园,新疆,昌吉
10113040102A,杜氏旅游村,新疆,昌吉
10113040201A,呼图壁县世纪园西门,新疆,昌吉
10113040202A,世纪园,新疆,昌吉
10113040601A,江布拉克景区,新疆,昌吉
10113040602A,一万泉风景区,新疆,昌吉
10113040701A,驼铃梦坡沙漠生态景区,新疆,昌吉
10113050101A,火焰山景区,新疆,吐鲁番
10113050102A,坎儿井乐园,新疆,吐鲁番
10113050103A,沙漠植物风情园,新疆,吐鲁番
10113050104A,新疆大漠土艺馆,新疆,吐鲁番
10113050105A,葡萄沟游乐园,新疆,吐鲁番
10113050401A,吐峪沟景区,新疆,吐鲁番
10113050402A,库木塔格沙漠,新疆,吐鲁番
10113060101A,新疆库尔勒莲花湖旅游区,新疆,巴音郭楞
10113060301A,罗布人村寨,新疆,巴音郭楞
10113060701A,巴州相思湖游旅度假区,新疆,巴音郭楞
10113061201A,阿洪口,新疆,巴音郭楞
10113061202A,农二师天格尔岛(银沙滩旅游区,新疆,巴音郭楞
10113061203A,天格尔岛,新疆,巴音郭楞
10113061204A,金沙滩,新疆,巴音郭楞
10113070101A,三五九旅屯垦纪念馆,新疆,阿拉尔
10113080301A,温宿大峡谷,新疆,阿克苏
10113080701A,龟兹绿洲生态园,新疆,阿克苏
10113080702A,库车原世袭四部亲王府,新疆,阿克苏
10113080703A,天山神秘大峡谷,新疆,阿克苏
10113090101A,高台民居,新疆,喀什
10113090102A,喀什西山民俗风情园,新疆,喀什
10113090701A,泽普金湖杨国家森林公园,新疆,喀什
10113090901A,达瓦昆沙漠旅游风景区,新疆,喀什
10113091101A,麻赫穆德喀什噶里麻扎旅游区,新疆,喀什
10113091102A,疏附喀什噶尔民俗风情园,新疆,喀什
10113100101A,城市海景,新疆,伊犁
10113100102A,喀赞其民俗旅游区,新疆,伊犁
10113100201A,锡伯民俗风情园,新疆,伊犁
10113100501A,野核桃沟自然保护区,新疆,伊犁
10113100801A,八卦公园,新疆,伊犁
10113100802A,科桑溶洞国家森林公园,新疆,伊犁
10113100901A,可克达拉旅游草原之夜风情园,新疆,伊犁
10113110201A,巴山塔斯特旅游风景区,新疆,塔城
10113110701A,巴音山庄,新疆,塔城
10113110702A,东大塘风景旅游区,新疆,塔城
10113110703A,沙湾大鹿角湾旅游区,新疆,塔城
10113110704A,中国新疆沙湾温泉旅游区,新疆,塔城
10113120101A,哈密天山国家森林公园寒气沟景区,新疆,哈密
10113120102A,哈密回王府,新疆,哈密
10113130101A,核桃王公园,新疆,和田
10113140101A,桦林公园,新疆,阿勒泰
10113140102A,金山葡萄风景区,新疆,阿勒泰
10113140103A,金山森林公园,新疆,阿勒泰
10113140104A,五指泉风景区,新疆,阿勒泰
10113140201A,白桦园风景区,新疆,阿勒泰
10113140601A,五彩滩,新疆,阿勒泰
10113140701A,黄金海岸,新疆,阿勒泰
10113160101A,怪石峪,新疆,博尔塔拉
10113160102A,赛里木湖,新疆,博尔塔拉
10114010101A,大昭寺,西藏,拉萨
10114010102A,罗布林卡,西藏,拉萨
10114010103A,西藏博物馆,西藏,拉萨
10114010104A,布达拉宫,西藏,拉萨
10114020101A,扎什伦布寺,西藏,日喀则
10114020501A,珠穆朗玛峰国家级自然保护区,西藏,日喀则
10114030301A,桑耶寺,西藏,山南
10114040101A,鲁朗景区,西藏,林芝
10114040301A,雅鲁藏布大峡谷,西藏,林芝
10114040501A,巴松措风景区,西藏,林芝
10115010101A,人民公园,青海,西宁
10115010102A,西宁市东关清真大寺,青海,西宁
10115010103A,马步芳公馆,青海,西宁
10115010104A,青藏高原野生动物园,青海,西宁
10115010105A,青海省博物馆,青海,西宁
10115010106A,中国藏医药文化博物馆,青海,西宁
10115010201A,老爷山,青海,西宁
10115010301A,赞普林卡,青海,西宁
10115010401A,藏文化馆,青海,西宁
10115010402A,塔尔寺,青海,西宁
10115020401A,彩虹部落,青海,海东
10115020402A,互助土族故土园旅游区,青海,海东
10115020501A,夏琼寺,青海,海东
10115020801A,峡群寺森林公园,青海,海东
10115040401A,国家地质公园,青海,海南
10115040402A,黄河奇石馆,青海,海南
10115040901A,日月山,青海,海南
10115050501A,年保玉则景区,青海,果洛
10115060101A,嘎结古寺,青海,玉树
10115060102A,加那嘛呢,青海,玉树
10115060103A,文成公主庙,青海,玉树
10115070901A,茶卡盐湖,青海,海西
10115090101A,昆仑文化旅游景区,青海,格尔木
10116010101A,五一山省级森林生态旅游区,甘肃,兰州
10116010102A,兰州水车博览园,甘肃,兰州
10116010103A,五泉山公园,甘肃,兰州
10116010301A,兰州吐鲁沟国家森林公园,甘肃,兰州
10116010401A,兴隆山自然保护区,甘肃,兰州
10116020601A,贵清山旅游风景区,甘肃,定西
10116020602A,遮阳山旅游风景区,甘肃,定西
10116030101A,柳湖,甘肃,平凉
10116030102A,太统山庄,甘肃,平凉
10116030103A,崆峒山,甘肃,平凉
10116030201A,王母宫,甘肃,平凉
10116030202A,田家沟生态风景区,甘肃,平凉
10116030203A,王母宫石窖,甘肃,平凉
10116030301A,古灵台荆山森林公园,甘肃,平凉
10116030401A,龙泉寺,甘肃,平凉
10116030501A,米家沟,甘肃,平凉
10116040701A,会宁县红军会宁会师旧址,甘肃,庆阳
10116040901A,周祖陵景区,甘肃,庆阳
10116050101A,雷台,甘肃,武威
10116050102A,沙漠公园,甘肃,武威
10116050103A,武威文庙,甘肃,武威
10116060101A,金川公园,甘肃,金昌
10116060102A,金水湖,甘肃,金昌
10116070101A,大佛寺旅游景区,甘肃,张掖
10116070102A,张掖国家湿地公园,甘肃,张掖
10116070201A,文殊寺旅游景区,甘肃,张掖
10116070202A,马蹄寺风光旅游区,甘肃,张掖
10116070501A,大湖湾,甘肃,张掖
10116070502A,祁连葡萄酒业集团工业园,甘肃,张掖
10116070503A,月牙湖公园,甘肃,张掖
10116080101A,西汉酒泉胜迹,甘肃,酒泉
10116080801A,敦煌古城,甘肃,酒泉
10116080802A,敦煌鸣沙山月牙泉风景名胜区,甘肃,酒泉
10116080803A,雅丹国家地质公园,甘肃,酒泉
10116080804A,阳关,甘肃,酒泉
10116090101A,伏羲庙,甘肃,天水
10116090102A,南郭寺,甘肃,天水
10116090103A,玉泉观,甘肃,天水
10116090104A,麦积山风景区,甘肃,天水
10116090501A,大像山,甘肃,天水
10116090601A,水帘洞,甘肃,天水
10116100101A,万象洞,甘肃,陇南
10116100201A,西狭风景区,甘肃,陇南
10116110501A,松鸣岩风景名胜区,甘肃,临夏
10116120201A,冶力关风景区,甘肃,甘南
10116120301A,甘南州大峪沟生态旅游景区,甘肃,甘南
10116120401A,拉尕山景区,甘肃,甘南
10116120501A,腊子口景区,甘肃,甘南
10116120801A,拉卜楞寺,甘肃,甘南
10116130201A,法泉寺,甘肃,白银
10116140101A,东湖生态旅游景区,甘肃,嘉峪关
10116140102A,嘉峪关东湖生态旅游景区,甘肃,嘉峪关
10116140103A,紫轩葡萄酒庄园旅游景区,甘肃,嘉峪关
10116140104A,嘉峪关长城文化旅游景区,甘肃,嘉峪关
10117010101A,黄河·横城景区,宁夏,银川
10117010102A,黄沙古渡原生态旅游区,宁夏,银川
10117010103A,鸣翠湖国家湿地公园,宁夏,银川
10117010104A,西夏王陵,宁夏,银川
10117010201A,中华回乡文化园,宁夏,银川
10117010301A,水洞沟,宁夏,银川
10117010401A,贺兰山岩画,宁夏,银川
10117020301A,平罗玉皇阁,宁夏,石嘴山
